text,label
"We should keep our method of chosing a president even though many dont agree because of a few reasons. One, big states. Two, avoid run off elections. Finnaly, to determine the certainty of outcome.

First, the issue of big states. States are put in two categories, big states and small states, according to population. Presidential candidates give more of their attention during the campaign to the larger states. As a result of electoral college the big states have more electors and thus more votes. For example, in Forida, the popular vote was extremely close in 2012, Obama who won, got 29 electoral votes. If obama had spent that time in Wyoming, he would have only had gotten 3 electoral votes.

Second, to avoid run off elections. Using the electoral college we avoid the problem of elections where no candidate receives a majority. the electoral college can produce a clear winner rather than pressure when no candidate wins majority and complications of the process. Two examples of this in 1968 and 1992 with president nixon and president Clinton. They both had 43 percent plurality of popular vote, while winning a majority of electoral college.

Finn",0
"Recently, there have been and more people walking, riding bikei, and carpooling with friendi to get to the placei they need to be. Becauie of the fact that people are doing thii, the amout of imog in the air hai reduced, people are leii itreiied, and the environment will be a healthier place and create healthier livei. If thii continuei to happen and more people become involved, it will make live better for everyone and we will live on a much healthier planet. Plui, the price of gai will go down, and who doein't want that? Theie ideai that Parii, France and Bogota, Colombia created to have a carfree dayi are brilliant and extremely helpful to all.

In Parii, France, a ihort driving ban occurred due to maiiive air pollution. For two dayi, certain people were not allowed to drive on the roadi to help reduce the about of imog. On Monday, only driveri who owned a vehicle with an oddnumbered licenie plate were allowed on the roadi and on Tueiday, thoie rulei were iwitched. Anyone who did not obey thii rule wai fined 22 euroi 31. Thii wai a brilliant plan becauie the",0
"Dear senator, I strongly believe that we should demolish the electoral college system. It is highly unfair and can cause the wrong person to win. The system also has and will continue to cause controversy and rightfully so.

To begin with, the electoral college system is extremely unfair. With this system in play it is fairly easy for the wrong candidate to be elected it has happened before where the person with the most popular votes meaning they had the majority rule has lost because of the way the opposing system is run. This occasion may occur from time to time because when voting you are voting for the electors not the actual president that you want to win. The system is very faulty and there is no guarantee that the electors will vote for whom they are saying they will.

To continue, the system has caused and will continue to cause great amounts of controversy. Some people may refer to it as undemocratic, outdated or even irrational. Even though all people may not agree with it there are reasons it is still in action. It is highly unlikely for there to ",0
"Although a motorized vehicle provides the opportunity to transport citizens from place to place, limiting the usage of a car may be considered more beneficial. Car usage limitations allow the citizens to feel less stressed, show a decrease in air pollution and a promotion towards alternative transportation, and a decrease in habit.

The article, ""In German Suburb, Life Goes on Without Cars"" Source One, suburban pioneers have decided to permanently give up cars. Although the usage of cars are generally forbidden in Vauban, its fellow citizens express that they were ""always tense... are much happier this way"" without the use of a car in their lives. When individuals are stressed, they're constantly worrying and not fully paying attention to surroundings therefore, stress is considered one of the causes of vehicle crashes. Also, the congestion of traffic if not awful enough already will become worse with the crash which causes more individuals to become stressed. Without the use of cars, citizens are less s",0
"Most people have been riding in cars there whole life and never once rode a bus. Knowing that it is bad of our planet Earth and yet we still do. But there are places and people who gave up their cars, whether it was for ever or just for one day. Many of us know that cars are partly responsible for Global warming and pollution, they are responsible for 12 percent because of gas emissions. The most polluted city in the world is Beijing, China. To avoid having that title of cities decided to take action.

Cities like Mexico City, Paris, and bogotaColombia, have certain days a week when certain cars can not be driven due to pollution that it may cause. To enforce this rule citizens will be fined if driving a vehicle that is not corresponding that day. However, citizens do have many other forms of transportation that are economical, b",0
"limiting car usage is an advantage for many reasons, for example, the pollution will become less of a problem, people will be less tense, and we will be devoid of traffic jams, which means less car accidents. To me cars are just something to get you to point A to B, but now that I have read these articles I realize that cars are alot worse for the environment then i thought, and that i should try using of ways of transportation.

In the passage it states ""After days of nearrecord pollution, Paris enforced a partial driving ban to clear the air of the global city."" The pollution was out of control and for the most part it was because of the huge amount of car usage. The effect of banning car usage was resulting in an amazing outcome, less pollution, which is healthier for the community. The advantage of limiting car usage can effect a whole community and one way is less pollution. Bogota, Colombia had the same idea but they were not banning the car usage they have one day called the carfree day to show that its an advantage not to use cars all the time.

Limiting car usage can even make you less tense, as said in the article,"" ""When I had a car I was always",0
"Limiting car usage is the last thing people would see as an advantage to society. This dramatic change has been a eye opener to many communities in different countries all over the world. It has really helped with the environment and brought a positive impact on communities in various ways.

To begin, the limiting of car usage has brought out a positive result in the environment. According to the excerpt from ""Paris bans driving due to smog"", Paris enforced a partial driving ban to clear the air of the global city. Due to the partial driving ban, the smog was able to be cleared sooner than later. Some may claim an argument of cars being very useful and it helps get from destination to destination in a reasonable amount of time. Although that may be reasonable, a testimony from a businessman in Bogota explains that it's a goo",0
"Dear Florida Senator, Our country, the United States of America, elects our presidents by something that is called the Electoral College. The Electoral College is a selection of 538 electors who vote to elect the president. The popular Presidential vote ties into the Electoral College by when a person votes for a presidential candidate, that person also votes for their chosen panel of electors from that state. Many citizens of the United States believe that this electing process is unfair and takes away the freedom to elect our President, but the Electoral College is fitting for our country because the candidates can campaign in all regions and that there will not be as big as a dispute in the Electoral College election than a popular election.

To begin with, the United States should keep the Electoral College for the presidential election because the candidates campaign in all the regions. ""The Electoral College requires a presidential candidate to have a transregional appeal."" Source 3, stanza 19. If the United States only had a popular vote election, the ca",0
"Sometimes things need to change but not in this case. Im in favor of keeping the Electoral College, normally in situations like this you have to choose one way or the other. Not with this, the electoral college is a compromise between election of the president by vote in congress and election of the president by a popular vote as stated in Source one. I know that wasnt enough to convince you so let me explain my reasons why i think we should keep the electoral college. My reasons are certainty of outcome and it can avoid runoff elections.

To begin I think that we should keep the Electoral College because it gives us certainty of an outcome. One of the reasons why this is possible is because there is a total of five hundred and thirty eight votes and thats an even number so it can happen. Many people might say what are the chances of that happening. Well it actually happens a few y",0
"For many years, the automobile has become and remained a staple in the world as humanity's most popular choice of transportation. The number of cars manufactured by car companies has reached the hundreds of millions. Cars have been a trademark of American ingenuity and the evolution of technology. However, as we go into the great beyond that is the future, we must take into consideration the pains and risks of these vehicles, and if they are worth driving as the world population exceeds seven billion.

Few people can recall a time where global warming wasn't the main conflict of scientists today. The Earth gets warmer as pollution levels rise as smog around cities like Paris and Mexico City reaches an all time high. The polar caps are melting at a rapid rate as hurricanes ravage the mainland harder and harder each year. What caused this stuff to ha",0
"Dear, state Senator Electoral College should be abolished because the electors may help ruin the president election and large states are not visited or spoken to from the president other than small states. Sources from source 2: The Indefensible Electoral college: why even the best laid defenses of the system are wrong by Bradford Plumet. Reason 1 explains that many electors could ruin the president campaign and Reason 2 states many elector go for big states to cast in more votes other than small states.

Many may not realize but when they vote they're not voting for the president, they're voting for state electors, for example ""each party selects a slate of electors trusted to vote for the party's nominee"" although each party chooses a trusted elector many can betray the party and select the other party. Also the betray can cost the presdient election dearly for instance Bradford stated "" back in 1960, segregationists in the Louisiana legislature nearly succeeded in replacing the Democratic electors with new electo",0
"The Electoral College is a process that has been used in the United States Government for many years. It is the process that selects a candidate for Presidency based on electoral votes rather than the popular vote of the people. Many believe that the Electoral College should be abolished, but if we were to take it out of our governmental system, it would take away most of the effectiveness of our elections. The United States election process has worked very efficiently for many years with this process of election, it is very effective for choosing a candidate, and when it comes down to it, the last process of the Electoral College House of Representatives stepping in when there is a tie is very unbiased and is also effective in choosing a candidate. If we were to abolish the Electoral College, the United States government would basically be starting over with their election process, which isn't necessarily a good idea once you are nearly 300 years into being an official country.

The United states election process has worked very effectively with the Electoral College for a large amount of years. There is no reason why it should be abolished from the country. Througho",0
"All around the world different countries have been noticing some things in life that are just better without cars or atleast less cars. With less cars things are more calming its also better for everyone, including the environment.

To begin with, things can be way more calm in a life without cars. Many people happen to believe that cars can change how you feel for example ""When i had a car i was always tense. I'm much happier this way""3. Heidrun Walter always felt tense with a car now she feels calm and relaxed. Life with less cars can be so much more relaxing without all the loud annoying noises cars make. In Vauban they are making some changes to how the people live so they can live more easy and calm. ""Vauban, home to 5,500 residents within a rectangular square mile, may be the most advanced experiment in a lowcar suburban life.""6. The way this civilization is all the people live close by and everything is close by so you dont really need a car. If everything is close by everything can be more fluent and calm.

In addition, it may be more calm without cars but it is also better for you and the environment. ""passenger cars are responsib",0
"FREEDOM!

We are all americans here so we should have the freedom we were ment to have. I understand that we do in fact have a lot more freedom than other countries but I am talking more on voting freedom. The electoral collegee is, in my opinion and many others, a bad way to decide the president of the United States of America. I believe that for americans we should have a better say in things and agree that we rather have popular voting than what we have now. Others believe the electoral collegee helps with Big States issues. But in the end popular vote is a good way to help people who deserver presidency to get it.

The article The Indefensible Electoral College, many have agreed on abolishing the electoral college. The article The Indefensible Electoral College... states ""...according to a gallop poll in 2000... over 60 percent of voters would prefer a direct election to what we are doing now."" If we the people do not get final say into things than we are'nt really as free as we are told we are. If the people want a different voting system it sho",0
"Many people are not in favor of keeping the Electoral College. Many prefer changing the election by popular vote for the president of the United States since the Electoral College is unfair. It is. The electoral college is unfair in many ways and we should change it to election by popular vote for the president of the United States.

One reason why the United States should change the election to popular vote instead of the Electoral College is because the states aren't all equal and electoral college isn't fair. In the Electoral College, California has more of a say than Georgia. California has 55 electoral college, while Georgia has 16. How is that fair? ""Because of the winnertakeall system in each state, candidates don't spend time in states they know they have no chance of winning"" Plumer 13. This line tells us that candidates stay out of states that they know they won't win. Say there was a candidate campaigning, they will most likely focus on the states that have the most electoral college, like California or Texas. They won't go to states that only have three votes. That's not fair to the states that have a small population. ""I",0
"In today's society, when people are asked if they would give up their cars, they would be shocked. No would be the most common answer. However, the advantages of limiting car usage are great. General stress decreases, and pollution to the environment also decreases. People are not only helping themselves, but also helping the ecosystem.

Stress. Everyone has it but what if it could be decreased just by using personal transportation less? In Germany, there are certain communities that ban car usage. No cars are allowed inside the city. Street parking, driveways, and home garages have become obsolete. One citizen of one of the towns said, ""When I had a car I was always tense. I'm much happier this way"" . The anxiety one gets when driving a car is almost unreal. Most kids 16 and up now just do not get their licenses just because the thought of driving scares them. Citizens of cities that have just one day where cares are prohibited, such as Bogota, Colombia, love that singular day out of the year. Most say its a good opportunity to increase mental health Carfree day is spinning into a big hit in Bogota . Stress not only is awful for m",0
"Dear Senator, I think you should get rid of the Electoral College and use popular vote instead. I think this because the Electoral College acts as one. The Electoral College also does not give every state a chance to see who they are voting for. And last, but not least its just confusing.

I think you should use popular vote instead of the Electoral College because the Electoral College votes as a whole. There is not just one person in a state, there are thousands, sometimes millions. Not every single person cast the same vote, not every single person has the same views. If the Electoral College was used than it votes as a unanimous vote, while there are different political parties within that state.

Another reason the Electoral College should not be used because it does not give evey state a fair ",0
"Global warming is one of the main reason, maybe the only reason the is destroying the atmosphere. Humans today are trying to prevent global warming because if we continue to pollute the atmosphere it can very well kill most of the living things, maybe all of the living thing on this planet, including humans ourself. I think reducing the usage of cars today is a great way to stop global warming.

One of the countries that are taking action in doing this is the countries is France. Paris has decided to partially ban driving to clear the air of the global city. In the text it states that, ""on Monday motorists with evennumbered license plates were ordered to leave their car at home or suffer a 22euro fine 31."" This show that paris is trying to get rid of the smog in the air, and now they are asking their citizens to stop driving their cars",0
"imagine a world where global warming could actually be depicted as a myth, a world where you could walk out side a breath cleaner and more safer air. Limiting car usages will indeed help the environment in a major way over a estimated period of time. elisabeth Rosenthal, author of In German Suburb, Life Goes On Without Cars, Robert Duffer, author of Paris bans driving due to smog, Andrew Selsky, author of Carfree day is spinning into a big hit in Bogota and elisabethh Rosenthal, author of The End of Car Culture all have valid points when it come to explaining the great advantages of limiting car usages. Without the use of car america would indeed be a safer and move gren place to live.

To begain, cars is one major sorce of stress and pollution and without them he earth would be alittle more peaceful. The turnout was large, dispite gra clouds that dumped occ",0
"Dear State Senator, Once a year, people all over the United States of America gather to vote for the most powerful men in the country our President and Vice President. We should have the people of America be able to vote for who they want their president to be because the Electoral College has some major flaws and simply because people have their rights. I believe that we should let the people be able to make their own choices.

The Electoral College has major flaws. Something bad is bound to happen if we keep letting them make the people's decisions. Source A in paragraph 12 states, ""In 1968, a shift of just 41,971 votes would have deadlocked the election In 1976 a tie would have occurred if a mere 5,559 voters in Ohio and 3,687 voters in Hawaii had voted the other way."" The election is literally only a few swing voters away from a catastrophe. It would be hard to believe that the people of the United States would want to be embarrassed because we can't even choose a presidential leader correctly. The other countries would take us as a joke we would simply look like fools. Another thing is, what would we do if th",0
"The electoral college is one of the most heavily criticized institutions in the American government system. It has been considered outdated and antidemocratic. However, without it, the balance of power in America would be skewed to an unacceptable degree. States with large populations would be disproportionately empowered, without the electoral college. This leaves the smaller states existence to be controlled by the larger states, to the dismay of the American economy and people.

As it stands, most states vote in a way that presents a united front of electors to the electoral college. If just over half of the Californian voters vote for one candidate that they think would represent their interests, the map in source 3 shows that all 55 electors will present their votes to the college. It is better for California to be represented in this way so that the Californian economy would not be adversely effected by their minority voters. That sort of united front ",0
"The electoral college is how america chooses its president. The electoral college should not be how you think voting works but the complete opposite. It is a process that consist of electors who count the electoral votes. When a citizen votes their vote does not go directly as a vote for the president but it goes for the electoral college in your state. If that state has more votes for one candidate than the other then that state votes for that for that candidate as a whole. If the person I vote for doesn't get the vote for my state then that defeats the purpose of me voting. The electoral college takes away my say in choosing a president, the fairness, and it might have been put in the Constitution by the founding fathers but it is outdated.

The first reason why the electoral college shouldn't be used",0
"It is in the best interest of the people that you do away with the Electoral College. When people vote, they want it to be a direct vote to the election, not a vote for their chosen candidate's electors. The Electoral College should be abolished because it doesn't guarantee your vote, the House's selection can't be expected to reflect the will of the people, and swing voters could cause a catastrophe.

To begin, the Electoral College should be abolished because it doesn't guarantee your vote. As stated before, when you vote, there is no say in who actually wins the election. You are voting for electors who then vote for the President. While it is a rare occurrence, those Electors may betray you and vote for the other party, cancelling your vote totally out. If a candidate gets the most popular votes, that doesn't guarantee them as President, because they still have to get the Electoral College's votes. In the third source titled, ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"" by Richard A. Posner, it reads, ""It happened in 2000, when Gore had more popular vo",0
"I think that we should change to popular vote for president of the United States. Instead of the electorsal College. I think this for a lot of reasons, one is because you dont vote for the president but for the electorss. It is unfair because they have a winner takes all system. Also if there is a tie the state gets to decide. electorss can defy the will of the people. The electorsal college should be changed to popular vote for the president.

First, you have to vote for the electorss not the president. Then only if they win there votes go through. You can't even control who the electorss vote for. Voters sometimes get confused on who there voting for and vote for the wrong electors. Over sixty percent of voters would prefer a direct election than what we have now.

Then, they have the winner takes all system. Also candidates don't spend time in states they know they have no chance of winning in. Seventeen states didn't",0
"Senator of the State of Florida, The Electoral College has been a part of our country since is was established in the Constitution by our founding fathers. Although it has been used for so long and some what effectively, I believe that the act of changing the process to election by popular vote would benefit the country and the residents more. Many poeple do think that the Electoral College is more fair and is better because of its certain outcome and other good aspects. My belief about the electoral College differs. I believe it is unfair and outdated, and I am not alone on that opinion.

An argument against the Electoral college is the disaster factor, information from the passage The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong by Bradford Plumer. In 2000, the biggest election crisis took place in a century. In 1960, segregationists almost had success in replacing electors with people who would benefit them. Along with that, some electors may not be truthful and defy those who they are electing for and elect the opposer. All these examples come with fault in the system.

Another example from the same article c",0
"Automobiles play a huge role in our everyday life. Its how we travel to work, home, and even just to cruise around the neighborhood. But does anyone think about what these traving pieces of machinery do to our planet? Cars are producing a environmentally harmful fumes such as greenhouse gas, and smog. These two chemicals are harmful for our ecosystems, as well as our health. It is unnessacary that people should be allowed to kill not only the nature that surrounds us, but also themselves so we need to become a carfree nation.

Giving up driving is like giving up a bad habit, you always have the urge to do it again. But is it all worth it. Think about it, you get up for wor, or school and you walk outside where the sun is shining and the birds are chirping and you think ""Wow it is beautiful out here"". And what do you do... you insert your",0
"I argue in changing the electoral college , popular vote would be a chance for normal americans to get there voice heard in the government. A big problem is how the voters votes go straight to the electoral college and wouldnt make a change at all also how theres a bigger chance of a tie happening in the electoral college then by popular vote One reason why the electoral college should go is because the voters votes arent really being heard. For example in paragraph 10 it says that ' under the electoral college system voters vote not for the president , but for a slate of electors who in turn elect for the president "" , thats techinally saying that the electors are the ones who are really voting our voice means nothing we could have wanted another president to have won but if the electoral college gets more votes then us then so be it , thats our new president! We dont",0
"Dear Senator of the United States, I am a student in Miami Senior High School and I've been learning a lot about the Electoral College Vote. I know that the Electoral College is a process in the system and it consists of the selection of the electors and you don't want to get rid of it but I've got some reasons why you should remove it.

I've been reading about the Electoral College Vote and I found a passage that is full of details about how the Electoral College is affecting us, the citizens of the United States. The passage, ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"", states that, ""thanks to the quirks of the electoral collegewon the popular vote but lost the presidency, over 60 percent of voters would prefer a direct election to the kind we have now."" This is trying to say that the citizens don't like the fact that we don't even vote for a president anymore, we just vote for a slate of electors, who in turn elect the president. The electoral college vote isn't giving us the opportunity to pick a president we want t",0
"The founding fathers established the Electoral College in order to compromise between elections of the President and vice president. This process has help us to elect great presidents in which changed and make our Americas history. The Electoral College is a great process in which we should keep doing it. I favor in keeping the Electoral College because it is a faster and reliable way of electing the president. For instinct, "" The Electoral College process consists of 538 electors. A majority of 270 electoral votes is required to elect the President.""Source 1 All the 538 electors that is part of the Electoral College represents millions of people. In order to count all the vote takes a long time so, the Electoral College is a faster way of electing the president.

The Electoral College has a certainty of outcome for who is going to be the president and vice president. But, the electoral college has an invariably exceeds their share of the popular vote. What that means is that, if the popular votes get 55% of your votes but, the electoral college get 62% of your votes. The votes from the popular votes and the electoral votes have different percentage. For this problem you cant reall",0
"Every four years, the United States is turned into a political battleground by the campaign for presidency. The electoral College, the voting method used since the nation began, Is being highly questioned on its efficiency now vs the efficiency 250 years ago. However, the system has survived because it works. Despite its flaws, the Electoral College does a good job of simplifying the presidential election and eliminating disputes or a potential crisis. It produces a clear winner, it makes sure that the president is popular in all areas of the country, and it puts the weight of the campaign on the swing states.

In most presidentai races, the president wins only by a small margin. rarely is there a landslide victory or a complete vote for a president. This small majority can lead to many disputes over the credibility of counting the votes in the individual states. This is why the Electoral College helps the voting process. The Electoral College helps the voting process because it produces a more clear winner. For example, in line 21 it claims that ""In 2",0
"A president election is great but, there are some difficulties along the way of deciding who will be able to vote. People are asking themselves whether or not they should keep the electoral vote or get rid of it and have a popular voting method. To me, the popular voting method is reasonable. I believe that you should get rid of the electoral collage method and change it to the popular voting method because its fair to the voters, YOU are able to vote for the president of your choice, and because of the winnertakeall system. You need to think about everyone in the all the states not just electing your president. Your people need to agree with the choice that has been made.

The electoral collage should be changed to the popular voting method because it is unfair to the voters. everyone should have a say in what goes on where ever it is that they live. We the people make up the government. Who draws the line that states whether or not you are allowed to vote. We do! ",0
"When the US Constitution was first made, the idea of equality between the states was made. This meant that the size or population of a state gave it no distinct advantage over another. They did this through the creation of the House of Representatives and the Senate, yet there was one more issue they had to solve. This issue was how they could count the votes of citizens all aroun the US fairly. They solved it with electoral college, a system in which the voters don't directly vote for the president, but vote for a group, or slate, of people who have sworn to a candidate who vote for you. This system as Source 2 states can easily be broken with a group of swing votes in some states, but because it keeps thing equal, we must see that making popular vote the process isn't a good idea, because larger states will have more power. T",0
"If we never do anything about the air pollution coming from cars will the human race last a long time? If you had to choose from killing yourself slowly or making the world healthier by walking instead of taking a car what would you choose? Many people don't understand the damage that driving all of the time is doing to our world. But, limiting car usage has many advantages that come along with it.

Limiting car usage come along with many advantages. One advantage of limiting car usage is that you can limit the amount of smog that goes into the air and also into your lungs. In source 2 it says, ""After days of nearrecord pollution, Paris enforced a partial driving ban to clear the air of the global city. On Monday motorists with evennumbered license plates were ordered to leave their cars at home or suffer a 22euro fine31."" That is a very good choice of action because without hearing that they would have any consequences people still would have drove their cars. In source 2",0
"Limiting car usage is a good idea. Limiting cars usage it a wonderful idea for many reasons. most people have the ability to live there life without cars, this would help cut back on pollution, and for most people it would be cheaper. Although some people may see this as a impossible way of living some of us do not.

To begin, people can live without cars people have done it before us and eventually people will do it after us. As shown in source 1 these people in Vauban, Germany have given up a life of cars for a simpler much quiter life in the suburbs. Life in this city has been condensed down into a one square mile area where people are able to go on with there everyday lives without having to get into a car to go somewhere. Life in this city is does not go completely without cars if these people need to leave the city they can simply walk to their very own parking space in the parking garage right on the outskirts of the city. these people have the ability to keep there ",0
"After the research I have done I think that changing the system would be a good idea because of the followingg reasons, its not really fair because your not actually voting for the president, but for a slate of electors, also becuse of the candidates are more focused on the bigg states, and the swing states.

The first reason that changing the system is a good idea is that lots of people think that it is unfair. Like in source 2 by bradford Plumer, ""If you lived in Texas, for instance, and wanted to vote for John kerry, You'd vote for a slate of 34 Democratic electors pledged to Kerry."" but if the electors dont win the statewide election he wouldnt get the votes, so its like your vote didn't even count. The winner take all system is unfair because your actualy not choosing your own president.

The next problem are the big staes. The candidates dont spend many time is the small state because they now that those votes won't really help them win so the go to the bigger states where they now they will get more votes. In source 3 by Richard A. Posner says "" a",0
"In the United States, the process to pick the president is rather complicated. From nationwide voting to states that swing from party to party, it has intricate parts that most people find confusing. The electoral college, the process that in the end picks the president, is also rather complicated. It was made to be a compromise of picking the president by votes in congress and popular vote from citizens by the founding fathers. In modern times however, most citizens agree that popular vote makes more sense and that the electoral college has become rather bloated. In the case of finding reasons of why the electoral college doesn't really work is because private citizens vote for someone else to vote and that voters from different states don't control who the electors choose.

First of all, because of the electoral college, citizen's vote ",0
"In today's growing world to many it may seem as if living without a car would be impossible. Our ever evolving lifestyles and cultures though may prove otherwise. Across the globe it is becoming more likely for people to leave their car at home, and walk opposed to driving a short commit. The benefits of this decision are incredibly impactful on the environment, improving human health and safety, as well as on our, the people's bank accounts. Becoming a society nonrelient on cars will prove not to be easy, but justifiable when those three points are taken into account.

The effect that cars have on the environment is no suprise to most. If you turn on most news channels, global warming is talked about by the hour. Thus proving drastic measures need to be taken to secure our planet's future. What better way of doing so then by reducing the amount of greenhouse gas emitted into the atmosphere. Source one line five states ""Passenger cars are responsible for 12 percent of greenhouse gas emissions in Europe... and up to 50 percent in some carintensive ar",0
"Cars may actually disappear from the modern world humans live in. Cars sales are decreasing, and fewer cars actually are a benefit by making the air cleaner and making traffic and travel time faster.

Pollution is one issue that people have been trying to limit for years now. One way people can reduce emissions is to stop using their car. According to Paris bans driving due to smog by Robert Duffer , pollution in Paris drastically decreased after driving bans were implemented. The ban on driving cleared up enough smog, that the French government was able to rescind the ban. Across the globe, transportation is America's second largest source of emissions and pollution as explained in The End of Car Culture by Elisabeth Rosenthal. Rosenthal explains how that the decreasing number of cars on the roads in America will help the environment and decrease carbon emissions. Car emissions may be the largest form of pollution in America, but the percentage in American cities where most people are found has a drastically higher amount of emissions. Both Duffer and Rosenthal show that automobile decreases lead t",0
"Dear Senator the electoral voting system should be abolished it is unofair and undemocratic electoral votes are not the votes of the people and thats all that should matter but there are countercaims that I will address. when person votes they do not actually vote ofor their candidate they vote ofor a group oof electors ofor that candidate electors who may not even vote ofor the candidate they are sworn to. the electoral voting system is extremely unstable there are an even number oof electoral voters in the united states making a tied vote a possibility which is very bad. Even though electoral votes are supposedly based on which candidates people vote ofor it does not at all mean that the candidate who most oof the people voted ofor wil also be voted ofor by the electoral college.

The electoral voters are separated by state and each state has its own number oof electoral voters proportional to their population. because oof this candidates change their campaigns to only ofocus on stateswith more electoral voters while this makes sense ofrom a competitive perspective it makes it extremely unofair to states with smaller populations. This is wrong in many ways but the worst o",0
"The Electoral College is how America votes for the President and Vise President, which is a process that the U.S. shouldn't have. initially, if people are voting for a President, they know what they want and have done their research. Along with that, it gives the electoral College more rights than the actually people voting for the President and Vise President. Lastly, it's just down right unfair to the voters. The U.S. wants every person to have equal chance at the election for a president and if about 500 people are voting compared to the millions, it's just unfair to the citizens. In the world now, this process is taking away the freedom of decision or making it seem useless to the people. The electoral College shouldn't be a process we use for voting.

Most people voting, actually care who is running the country and they took the effort to make sure they got the vote in. The votes from the actually people should count because",0
"To Whom It May Concern, The Electoral College that is used when electing the president is a flawed system and should be replaced by and election by the popular voted. The Electoral College does not always show what the people want and it is unfair to voters in certain states.

The Electoral College should be replaced with an election by popular vote because it is not always a fair representation of what the voters want. This means that if most of the popular votes can be for one candidate, but the other candidate wins the majority of the Electoral votes. This is shown in the article In Defense of the Electora College: Five reasons to keep our despised method of choosing the President by Richard A. Posner. In thsi source the author states,""But each party selects a slate of electors trusted to vote for the party's nominee and that trust is rarely betrayed...however, it is entirely possible that the winner of the electoral voter will not win the popular vote.... It happened in 2000, when Gore had more popular votes than Bush, but fewer electoral votes""Posner, Line 16. This shows how what the majority of the people want to happen",0
"Many people in the world today think that cars and driving everywhere is a necessity however, many people feel that owning a car is ""impractical and undesirable."" paragraph 43 There are many advantages to having cars, but there are also many more advantages to not using cars wherever people go. Some advantages include conserving resources, making people have a little more money in their pocket and it also improves safety in many suburban cities.

In the world today, a major problem that still exists is greenhouse gases. Cars emit a lot of gas that isn't good for the environment. In the first source, it says that people living in cities ""is a huge impediment to current efforts to drastically reduce greenhouse gas emissions from tailpipe... passenger cars are responsible for 12 percent...in Europe...and up to 50 percent... in the United States.""paragraph 5 Exports mean to say that it is better for people to live in cities so they don't have to drive everywhere. This means that the more people that live in cities, the less gas goes into the air. In Paris, the city issued a ban for driving to try and reduce the smog. The second source says that ""congestion wa",0
"The Electoral College, to begin with, is the electoral voting of the President and Vice President. In the articles ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"" by Bradford Plumer and ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"" by Richard A. Posner, both articles argue on the subject of if the Electoral College should be kept or if the election should be changed to popular vote.

Although it is true, according to the article by Richard A. Posner, that larger states get the majority of attention when it comes to votes, it is still possible that regardless that the legislatures choose the electors, the electors may ""defy the will of the people"", according to the article by Bradford Plumer. It is stat",0
"The Electoral College is a process by which we vote for electors not actually the president themself. When you vote for the electors, they decide who will be the president. We, as voters, have a right to be able to vote for whomever we choose not someone to choose for us. We should change the Electoral College to election by popular vote because it gives the people a say in who runs our country, an easier way to elect persons into office, and no one state has more of a say.

Many poeple believe that we are voting for the president when we vote for our electors, but in reality, we are voting for them to vote. We, as the people of the United States of America, have always had the right to freedom freedom of speech, religion, ect. so why don't we have the freedom to directly choose our president? In the source, the Indefensible Electoral college: Why even the bestlaid defences of the system are wrong', it sta",0
"Dear State Senator, I think we should get rid of the electoral college because they are unfair. There are only a few reasons to why we need the electoral college. I think we should get rid the college because it is a non democratic method of selecting our president. It should be overruled by declaring the candidate who got the most popular votes. Its the electors who select the president not the people. When you vote, you are actually voting for a slate of electors.

Another reason why would get rid of the electoral college is because of the winner takes all system. Canadiates dont spend time in the states they know have no chance of winning. They only focused on the tight races in the ""swing"" states. During the 2000 campaign, seventeen states did not see the the candidates at all including Rhode Island and South carolina, and voters in 25 of the largest media markets did ",0
